,background,1,2,3,4
300,0.888850619,0.111116049,1.11E-05,1.11E-05,1.11E-05
301,2.38E-06,2.38E-06,0.999990476,2.38E-06,2.38E-06
302,2.00E-06,2.00E-06,0.999992,2.00E-06,2.00E-06
303,2.08E-06,2.08E-06,0.999991667,2.08E-06,2.08E-06
304,0.999976471,5.88E-06,5.88E-06,5.88E-06,5.88E-06
305,5.56E-06,5.56E-06,5.56E-06,0.999977778,5.56E-06
306,4.00E-06,4.00E-06,4.00E-06,0.999984,4.00E-06
307,9.09E-06,0.999963638,9.09E-06,9.09E-06,9.09E-06
308,0.999920008,2.00E-05,2.00E-05,2.00E-05,2.00E-05
309,0.999866689,3.33E-05,3.33E-05,3.33E-05,3.33E-05
310,0.999920008,2.00E-05,2.00E-05,2.00E-05,2.00E-05
311,2.78E-06,2.78E-06,2.78E-06,2.78E-06,0.999988889
312,0.999978948,5.26E-06,5.26E-06,5.26E-06,5.26E-06
313,6.25E-06,0.999975001,6.25E-06,6.25E-06,6.25E-06
314,5.00E-06,5.00E-06,5.00E-06,0.999980001,5.00E-06
315,5.88E-06,5.88E-06,5.88E-06,0.999976471,5.88E-06
316,0.999988235,2.94E-06,2.94E-06,2.94E-06,2.94E-06
317,8.33E-06,8.33E-06,8.33E-06,0.999966668,8.33E-06
318,6.67E-06,6.67E-06,6.67E-06,6.67E-06,0.999973334
319,0.999900012,2.50E-05,2.50E-05,2.50E-05,2.50E-05
320,0.999933339,1.67E-05,1.67E-05,1.67E-05,1.67E-05
321,0.303028742,0.696962167,3.03E-06,3.03E-06,3.03E-06
322,0.310342925,0.68964673,3.45E-06,3.45E-06,3.45E-06
323,0.714267348,0.285711225,7.14E-06,7.14E-06,7.14E-06
324,0.999900012,2.50E-05,2.50E-05,2.50E-05,2.50E-05
325,0.999933339,1.67E-05,1.67E-05,1.67E-05,1.67E-05
326,0.571421939,0.428567347,3.57E-06,3.57E-06,3.57E-06
327,0.999966668,8.33E-06,8.33E-06,8.33E-06,8.33E-06
328,0.999920008,2.00E-05,2.00E-05,2.00E-05,2.00E-05
329,0.999920008,2.00E-05,2.00E-05,2.00E-05,2.00E-05
330,5.00E-06,5.00E-06,5.00E-06,0.999980001,5.00E-06
331,0.999963638,9.09E-06,9.09E-06,9.09E-06,9.09E-06
332,0.999978948,5.26E-06,5.26E-06,5.26E-06,5.26E-06
333,0.999920008,2.00E-05,2.00E-05,2.00E-05,2.00E-05
334,0.999942861,1.43E-05,1.43E-05,1.43E-05,1.43E-05
335,0.999920008,2.00E-05,2.00E-05,2.00E-05,2.00E-05
336,5.88E-06,0.999976471,5.88E-06,5.88E-06,5.88E-06
337,0.999866689,3.33E-05,3.33E-05,3.33E-05,3.33E-05
338,0.166669444,0.83328056,1.67E-05,1.67E-05,1.67E-05
339,0.571402043,0.428555103,1.43E-05,1.43E-05,1.43E-05
340,0.999866689,3.33E-05,3.33E-05,3.33E-05,3.33E-05
341,0.999987879,3.03E-06,3.03E-06,3.03E-06,3.03E-06
342,0.999942861,1.43E-05,1.43E-05,1.43E-05,1.43E-05
