,background,1,2,3,4
ooh.,2.31E-08,0.00058379,1.27E-07,6.97E-08,1.22E-07
dis,2.31E-08,5.84E-08,1.27E-07,6.97E-08,0.002447759
thing,0.000922295,5.84E-08,0.003811516,6.97E-08,1.22E-07
hear,2.31E-08,5.84E-08,0.00127059,6.97E-08,1.22E-07
{s057},0.000691727,5.84E-08,1.27E-07,6.97E-08,0.001223941
{s060}!!!:,2.31E-08,5.84E-08,1.27E-07,0.000696878,1.22E-07
next,0.000461159,5.84E-08,1.27E-07,0.000696878,1.22E-07
colors,0.000461159,5.84E-08,1.27E-07,6.97E-08,1.22E-07
{s012},2.31E-08,0.001167523,1.27E-07,0.000696878,1.22E-07
condition,0.000230591,0.046698624,0.050818642,6.97E-08,0.001223941
wats,0.000922295,5.84E-08,1.27E-07,6.97E-08,1.22E-07
then.....,2.31E-08,5.84E-08,1.27E-07,6.97E-08,0.001223941
benefit,2.31E-08,5.84E-08,1.27E-07,0.019510705,1.22E-07
wight,0.000461159,5.84E-08,1.27E-07,6.97E-08,1.22E-07
siad,2.31E-08,5.84E-08,1.27E-07,0.000696878,1.22E-07
oppistie,2.31E-08,5.84E-08,0.00127059,6.97E-08,1.22E-07
make,2.31E-08,0.00058379,1.27E-07,6.97E-08,0.020805035
why,0.002305703,0.00058379,1.27E-07,6.97E-08,1.22E-07
reasons,2.31E-08,0.001167523,1.27E-07,6.97E-08,1.22E-07
today,2.31E-08,5.84E-08,1.27E-07,6.97E-08,0.01713358
635,2.31E-08,5.84E-08,1.27E-07,6.97E-08,0.001223941
{s001},0.000230591,5.84E-08,1.27E-07,0.000696878,1.22E-07
explantation,2.31E-08,5.84E-08,1.27E-07,6.97E-08,0.001223941
bjus,0.000230591,5.84E-08,1.27E-07,6.97E-08,1.22E-07
told,0.000230591,5.84E-08,1.27E-07,6.97E-08,1.22E-07
s030,2.31E-08,5.84E-08,1.27E-07,0.001393687,1.22E-07
{s020},2.31E-08,0.001167523,1.27E-07,6.97E-08,1.22E-07
s027,2.31E-08,0.001167523,1.27E-07,6.97E-08,1.22E-07
yeah.,2.31E-08,0.00058379,1.27E-07,6.97E-08,1.22E-07
does,0.000230591,5.84E-08,0.005081979,6.97E-08,1.22E-07
loose,0.000230591,5.84E-08,1.27E-07,6.97E-08,1.22E-07
s046,0.000230591,5.84E-08,1.27E-07,0.000696878,1.22E-07
exact,0.000230591,5.84E-08,1.27E-07,6.97E-08,1.22E-07
know,0.002766839,5.84E-08,0.005081979,6.97E-08,1.22E-07
absorbs,0.000691727,5.84E-08,1.27E-07,6.97E-08,1.22E-07
change,0.001152863,5.84E-08,0.002541053,6.97E-08,1.22E-07
gluecose,2.31E-08,5.84E-08,0.006352441,6.97E-08,1.22E-07
wont,2.31E-08,0.00058379,1.27E-07,6.97E-08,1.22E-07
ahuld,2.31E-08,0.00058379,1.27E-07,6.97E-08,1.22E-07
alex.,2.31E-08,5.84E-08,1.27E-07,0.009755387,1.22E-07
class,0.000230591,5.84E-08,1.27E-07,6.97E-08,1.22E-07
idc.,0.000230591,5.84E-08,1.27E-07,6.97E-08,1.22E-07
love,0.001152863,5.84E-08,1.27E-07,6.97E-08,1.22E-07
kno,0.000230591,5.84E-08,1.27E-07,6.97E-08,1.22E-07
everybody,0.000230591,5.84E-08,1.27E-07,6.97E-08,1.22E-07
solution.,2.31E-08,0.00875604,1.27E-07,6.97E-08,1.22E-07
could.,0.000230591,5.84E-08,1.27E-07,6.97E-08,1.22E-07
anythign,2.31E-08,5.84E-08,0.00127059,6.97E-08,1.22E-07
maybeee,0.000230591,5.84E-08,1.27E-07,6.97E-08,1.22E-07
have,0.007839336,5.84E-08,1.27E-07,6.97E-08,0.003671578
{s005},0.000230591,5.84E-08,1.27E-07,6.97E-08,1.22E-07
taken,2.31E-08,0.00058379,1.27E-07,6.97E-08,1.22E-07
s039,2.31E-08,0.001167523,1.27E-07,6.97E-08,1.22E-07
sabers,0.000230591,5.84E-08,1.27E-07,6.97E-08,1.22E-07
how,0.001152863,5.84E-08,0.01905707,6.97E-08,1.22E-07
behind,0.000230591,5.84E-08,1.27E-07,0.000696878,1.22E-07
exactly,0.000461159,5.84E-08,1.27E-07,6.97E-08,1.22E-07
heaard,2.31E-08,5.84E-08,0.00127059,6.97E-08,1.22E-07
makesome,2.31E-08,5.84E-08,0.00127059,6.97E-08,1.22E-07
u,0.005303088,0.00058379,1.27E-07,6.97E-08,1.22E-07
supposed,0.000230591,5.84E-08,0.00127059,6.97E-08,1.22E-07
525,0.000230591,5.84E-08,0.00127059,6.97E-08,1.22E-07
did,0.006917064,5.84E-08,1.27E-07,6.97E-08,1.22E-07
stupid,2.31E-08,0.001167523,0.002541053,6.97E-08,1.22E-07
ok..what,2.31E-08,5.84E-08,1.27E-07,6.97E-08,0.001223941
mj!,0.000230591,5.84E-08,1.27E-07,6.97E-08,1.22E-07
know.,0.000230591,5.84E-08,1.27E-07,6.97E-08,1.22E-07
lil,0.000230591,5.84E-08,1.27E-07,6.97E-08,1.22E-07
weigh,0.000230591,5.84E-08,1.27E-07,6.97E-08,1.22E-07
into,0.002305703,5.84E-08,1.27E-07,6.97E-08,0.003671578
strips,0.001152863,5.84E-08,1.27E-07,6.97E-08,1.22E-07
happy,0.000691727,5.84E-08,1.27E-07,6.97E-08,1.22E-07
expand,0.000922295,0.00058379,1.27E-07,6.97E-08,1.22E-07
much,0.000230591,5.84E-08,0.00127059,6.97E-08,1.22E-07
{s059}...and,2.31E-08,5.84E-08,0.00127059,6.97E-08,1.22E-07
obesrvation,2.31E-08,5.84E-08,1.27E-07,6.97E-08,0.001223941
everywere,0.000230591,5.84E-08,1.27E-07,6.97E-08,1.22E-07
videeooo,0.000230591,5.84E-08,1.27E-07,6.97E-08,1.22E-07
gloucuse,2.31E-08,0.00058379,1.27E-07,6.97E-08,1.22E-07
expands,2.31E-08,0.00058379,1.27E-07,6.97E-08,1.22E-07
doig,2.31E-08,5.84E-08,1.27E-07,6.97E-08,0.001223941
molecules,2.31E-08,5.84E-08,1.27E-07,6.97E-08,0.004895396
denser,2.31E-08,0.00058379,1.27E-07,6.97E-08,1.22E-07
osmosis,0.001152863,5.84E-08,1.27E-07,6.97E-08,1.22E-07
green,0.000691727,5.84E-08,1.27E-07,6.97E-08,1.22E-07
well,0.002075135,5.84E-08,0.002541053,6.97E-08,1.22E-07
hoe,0.000230591,5.84E-08,1.27E-07,6.97E-08,1.22E-07
external,0.000230591,5.84E-08,1.27E-07,6.97E-08,1.22E-07
world,0.000230591,5.84E-08,1.27E-07,6.97E-08,0.001223941
ddnt,2.31E-08,0.00058379,1.27E-07,6.97E-08,1.22E-07
hour,0.001613999,5.84E-08,1.27E-07,6.97E-08,1.22E-07
ritght,2.31E-08,5.84E-08,1.27E-07,6.97E-08,0.001223941
cheatin,0.000230591,5.84E-08,1.27E-07,6.97E-08,1.22E-07
guess,2.31E-08,5.84E-08,0.002541053,6.97E-08,1.22E-07
sense,0.000461159,5.84E-08,1.27E-07,6.97E-08,1.22E-07
cant,0.001383431,5.84E-08,1.27E-07,6.97E-08,1.22E-07
s033,0.000230591,0.00058379,1.27E-07,0.000696878,1.22E-07
inside,0.000461159,0.0116747,0.002541053,6.97E-08,1.22E-07
could,0.000461159,5.84E-08,1.27E-07,6.97E-08,1.22E-07
hahhahah,0.000230591,5.84E-08,1.27E-07,6.97E-08,1.22E-07
whats,0.000922295,5.84E-08,1.27E-07,6.97E-08,1.22E-07
yeah..weight,0.000230591,5.84E-08,1.27E-07,6.97E-08,1.22E-07
time,0.002305703,5.84E-08,1.27E-07,6.97E-08,1.22E-07
help,0.001152863,0.001167523,0.00127059,6.97E-08,1.22E-07
grey,2.31E-08,5.84E-08,1.27E-07,0.000696878,0.001223941
dissolves,2.31E-08,5.84E-08,1.27E-07,6.97E-08,0.001223941
video!,2.31E-08,5.84E-08,1.27E-07,6.97E-08,0.001223941
according,0.000230591,5.84E-08,1.27E-07,6.97E-08,1.22E-07
like,0.002075135,0.001167523,0.00127059,6.97E-08,1.22E-07
i'll,2.31E-08,5.84E-08,0.00127059,6.97E-08,1.22E-07
playing,0.000230591,5.84E-08,1.27E-07,6.97E-08,1.22E-07
container,2.31E-08,5.84E-08,0.00127059,6.97E-08,1.22E-07
combined,0.000461159,5.84E-08,1.27E-07,6.97E-08,1.22E-07
consuing,2.31E-08,5.84E-08,0.00127059,6.97E-08,1.22E-07
alll,0.000230591,5.84E-08,1.27E-07,6.97E-08,1.22E-07
dude,0.000230591,5.84E-08,1.27E-07,6.97E-08,1.22E-07
aww,0.000230591,5.84E-08,1.27E-07,6.97E-08,1.22E-07
twalkinq,0.000230591,5.84E-08,1.27E-07,6.97E-08,1.22E-07
hahahahha,0.000230591,5.84E-08,1.27E-07,6.97E-08,1.22E-07
s042,2.31E-08,5.84E-08,1.27E-07,0.001393687,1.22E-07
anyway,0.000230591,5.84E-08,1.27E-07,6.97E-08,1.22E-07
41,2.31E-08,5.84E-08,1.27E-07,6.97E-08,0.001223941
fill,2.31E-08,5.84E-08,1.27E-07,6.97E-08,0.004895396
saw,2.31E-08,5.84E-08,1.27E-07,6.97E-08,0.002447759
lets,0.002075135,5.84E-08,1.27E-07,0.007664962,1.22E-07
cnt,2.31E-08,5.84E-08,1.27E-07,6.97E-08,0.001223941
quiz!!!!!!!!!!!!!,0.000230591,5.84E-08,1.27E-07,6.97E-08,1.22E-07
lighter,0.000230591,5.84E-08,1.27E-07,6.97E-08,0.001223941
darker,0.000230591,5.84E-08,1.27E-07,6.97E-08,1.22E-07
done,0.000230591,5.84E-08,1.27E-07,6.97E-08,1.22E-07
s012...,2.31E-08,5.84E-08,1.27E-07,0.000696878,1.22E-07
c,0.003227976,0.028019198,0.002541053,6.97E-08,0.003671578
yeah,0.001383431,5.84E-08,1.27E-07,6.97E-08,1.22E-07
water,0.013603537,0.00058379,1.27E-07,6.97E-08,0.025700309
idea,0.001613999,5.84E-08,1.27E-07,0.006968154,1.22E-07
every1,2.31E-08,5.84E-08,1.27E-07,0.000696878,1.22E-07
information,0.000230591,5.84E-08,1.27E-07,6.97E-08,1.22E-07
off,0.000230591,5.84E-08,1.27E-07,6.97E-08,1.22E-07
yea,0.001152863,5.84E-08,1.27E-07,6.97E-08,1.22E-07
there,0.002536271,5.84E-08,1.27E-07,6.97E-08,1.22E-07
iyt,2.31E-08,5.84E-08,0.00127059,6.97E-08,1.22E-07
words.,2.31E-08,5.84E-08,1.27E-07,0.009755387,1.22E-07
yene,2.31E-08,0.00058379,1.27E-07,6.97E-08,1.22E-07
black,0.000230591,5.84E-08,1.27E-07,6.97E-08,1.22E-07
nght,0.000230591,5.84E-08,1.27E-07,6.97E-08,1.22E-07
decrease,0.000230591,5.84E-08,1.27E-07,6.97E-08,1.22E-07
twice,0.000230591,5.84E-08,1.27E-07,6.97E-08,1.22E-07
folder,0.002766839,0.002334987,1.27E-07,6.97E-08,1.22E-07
osmois,2.31E-08,5.84E-08,0.00127059,6.97E-08,1.22E-07
level,2.31E-08,5.84E-08,1.27E-07,6.97E-08,0.002447759
check,0.000230591,5.84E-08,1.27E-07,6.97E-08,1.22E-07
wooo,0.000230591,5.84E-08,1.27E-07,6.97E-08,1.22E-07
bluecost,2.31E-08,5.84E-08,1.27E-07,0.000696878,1.22E-07
do.,0.000230591,5.84E-08,1.27E-07,6.97E-08,1.22E-07
iis,0.000230591,5.84E-08,0.00127059,6.97E-08,1.22E-07
itll,2.31E-08,5.84E-08,1.27E-07,6.97E-08,0.001223941
smaller,0.000230591,0.00058379,1.27E-07,6.97E-08,1.22E-07
able,2.31E-08,0.001167523,1.27E-07,6.97E-08,1.22E-07
wait,0.001613999,5.84E-08,1.27E-07,6.97E-08,0.001223941
okayy,0.000230591,5.84E-08,1.27E-07,6.97E-08,1.22E-07
lost!!!,2.31E-08,0.00058379,1.27E-07,6.97E-08,1.22E-07
should,0.0073782,0.001167523,0.013975219,6.97E-08,1.22E-07
cut,2.31E-08,5.84E-08,1.27E-07,6.97E-08,0.001223941
me,0.003689112,5.84E-08,1.27E-07,6.97E-08,1.22E-07
parts..,2.31E-08,0.00058379,1.27E-07,6.97E-08,1.22E-07
ienvoronment,2.31E-08,5.84E-08,1.27E-07,6.97E-08,0.001223941
grow,0.000230591,5.84E-08,1.27E-07,6.97E-08,1.22E-07
kinda,0.000230591,5.84E-08,1.27E-07,6.97E-08,1.22E-07
watch,0.00968388,0.012258432,1.27E-07,6.97E-08,1.22E-07
three,0.000922295,5.84E-08,1.27E-07,6.97E-08,1.22E-07
0s64,2.31E-08,5.84E-08,0.00127059,6.97E-08,1.22E-07
else,0.000461159,5.84E-08,1.27E-07,6.97E-08,1.22E-07
also.,0.000230591,5.84E-08,1.27E-07,6.97E-08,1.22E-07
too,0.000691727,5.84E-08,1.27E-07,6.97E-08,1.22E-07
whois,0.000230591,5.84E-08,1.27E-07,6.97E-08,1.22E-07
who's,0.000230591,5.84E-08,1.27E-07,6.97E-08,1.22E-07
get,0.004380816,5.84E-08,1.27E-07,0.027175598,1.22E-07
c./,2.31E-08,5.84E-08,0.00127059,6.97E-08,1.22E-07
hahahh,0.000230591,5.84E-08,1.27E-07,6.97E-08,1.22E-07
doggy,0.000230591,5.84E-08,1.27E-07,6.97E-08,1.22E-07
s029,2.31E-08,5.84E-08,1.27E-07,0.001393687,1.22E-07
sir,2.31E-08,5.84E-08,1.27E-07,6.97E-08,0.001223941
630,2.31E-08,5.84E-08,1.27E-07,6.97E-08,0.001223941
row,0.000461159,5.84E-08,1.27E-07,6.97E-08,1.22E-07
iit,0.000230591,5.84E-08,1.27E-07,6.97E-08,1.22E-07
just,0.002075135,5.84E-08,0.00127059,6.97E-08,1.22E-07
alex,0.000922295,0.00058379,0.003811516,6.97E-08,1.22E-07
movie,2.31E-08,5.84E-08,1.27E-07,6.97E-08,0.003671578
put,0.003458544,0.00058379,0.007622904,6.97E-08,1.22E-07
replace,2.31E-08,0.017512021,1.27E-07,6.97E-08,1.22E-07
do,0.014525809,0.00058379,1.27E-07,0.018117088,1.22E-07
yes.jk,0.000230591,5.84E-08,1.27E-07,6.97E-08,1.22E-07
topic,2.31E-08,0.00058379,1.27E-07,6.97E-08,1.22E-07
why.,2.31E-08,5.84E-08,1.27E-07,0.010452196,1.22E-07
see,0.00391968,5.84E-08,1.27E-07,0.012542621,1.22E-07
myself,0.000230591,5.84E-08,1.27E-07,6.97E-08,1.22E-07
assigned.,0.000461159,5.84E-08,1.27E-07,6.97E-08,0.001223941
detect,2.31E-08,0.00875604,1.27E-07,6.97E-08,1.22E-07
awe,0.000230591,5.84E-08,1.27E-07,6.97E-08,1.22E-07
extract,2.31E-08,5.84E-08,1.27E-07,6.97E-08,0.001223941
solvent,2.31E-08,0.001167523,1.27E-07,6.97E-08,1.22E-07
prediction,0.002075135,5.84E-08,0.003811516,6.97E-08,1.22E-07
birthday!!!!!!!!!!!!!!!!!!!!!!!!!!!!!111,0.000230591,5.84E-08,1.27E-07,6.97E-08,1.22E-07
b-i,0.000230591,5.84E-08,1.27E-07,6.97E-08,1.22E-07
down,0.000461159,0.018095753,0.00127059,6.97E-08,1.22E-07
opportunities,2.31E-08,5.84E-08,1.27E-07,6.97E-08,0.01713358
prediction..,0.000230591,5.84E-08,1.27E-07,6.97E-08,1.22E-07
first,0.002075135,5.84E-08,1.27E-07,6.97E-08,1.22E-07
there's,2.31E-08,5.84E-08,1.27E-07,6.97E-08,0.002447759
ago,0.000230591,5.84E-08,1.27E-07,6.97E-08,1.22E-07
psp,0.000230591,5.84E-08,1.27E-07,6.97E-08,1.22E-07
gain,0.000461159,5.84E-08,1.27E-07,6.97E-08,0.002447759
nacho,0.000230591,5.84E-08,1.27E-07,6.97E-08,1.22E-07
example,2.31E-08,5.84E-08,1.27E-07,0.028569215,1.22E-07
not,0.001613999,5.84E-08,1.27E-07,6.97E-08,1.22E-07
barely,0.000230591,5.84E-08,1.27E-07,6.97E-08,1.22E-07
hat,0.000230591,5.84E-08,1.27E-07,6.97E-08,1.22E-07
ater,2.31E-08,5.84E-08,0.00127059,6.97E-08,1.22E-07
for,0.032048979,5.84E-08,1.27E-07,0.003484112,0.063638679
a....it,0.000230591,5.84E-08,1.27E-07,6.97E-08,1.22E-07
let,0.000691727,5.84E-08,1.27E-07,6.97E-08,1.22E-07
{s039},0.001152863,0.00058379,1.27E-07,0.000696878,1.22E-07
happpen,0.000230591,5.84E-08,1.27E-07,6.97E-08,1.22E-07
needs,2.31E-08,5.84E-08,0.00127059,6.97E-08,1.22E-07
doin,0.000230591,5.84E-08,1.27E-07,6.97E-08,0.001223941
predictions.,2.31E-08,5.84E-08,0.035573087,6.97E-08,1.22E-07
change.,2.31E-08,0.00875604,1.27E-07,6.97E-08,1.22E-07
shoot,2.31E-08,5.84E-08,0.00127059,6.97E-08,1.22E-07
mom...,0.000230591,5.84E-08,1.27E-07,6.97E-08,1.22E-07
find,0.000691727,5.84E-08,1.27E-07,6.97E-08,1.22E-07
yes,2.31E-08,0.00058379,0.006352441,6.97E-08,1.22E-07
predicted,0.001152863,5.84E-08,1.27E-07,6.97E-08,1.22E-07
attempt,2.31E-08,0.00058379,1.27E-07,6.97E-08,1.22E-07
0.655,0.000922295,5.84E-08,1.27E-07,6.97E-08,1.22E-07
watched,0.000691727,5.84E-08,1.27E-07,6.97E-08,1.22E-07
gone,2.31E-08,5.84E-08,0.00127059,6.97E-08,1.22E-07
person,2.31E-08,5.84E-08,1.27E-07,0.010452196,0.001223941
s063,0.000230591,5.84E-08,1.27E-07,0.000696878,1.22E-07
cough,2.31E-08,5.84E-08,1.27E-07,6.97E-08,0.002447759
think'ds,2.31E-08,0.00058379,1.27E-07,6.97E-08,1.22E-07
subject,0.000230591,5.84E-08,1.27E-07,6.97E-08,1.22E-07
what,0.044499653,5.84E-08,0.081309751,6.97E-08,1.22E-07
meet,2.31E-08,0.008172307,1.27E-07,0.000696878,1.22E-07
6.55,2.31E-08,5.84E-08,0.00127059,6.97E-08,1.22E-07
groupp,0.000230591,5.84E-08,1.27E-07,6.97E-08,1.22E-07
said,0.003458544,5.84E-08,0.00127059,0.018813897,1.22E-07
happen,2.31E-08,0.021014413,1.27E-07,6.97E-08,1.22E-07
are,0.015217513,0.013425896,0.006352441,0.006271345,0.001223941
out.,2.31E-08,5.84E-08,1.27E-07,6.97E-08,0.002447759
same,0.001383431,5.84E-08,0.005081979,6.97E-08,1.22E-07
annnnddd,0.000230591,5.84E-08,1.27E-07,6.97E-08,1.22E-07
{s035},0.000230591,5.84E-08,1.27E-07,6.97E-08,1.22E-07
while,2.31E-08,5.84E-08,0.00127059,6.97E-08,1.22E-07
heavier,0.000230591,5.84E-08,1.27E-07,0.001393687,0.001223941
videos,0.003689112,5.84E-08,1.27E-07,6.97E-08,1.22E-07
{s035}'s,2.31E-08,5.84E-08,1.27E-07,6.97E-08,0.001223941
s064.,2.31E-08,5.84E-08,1.27E-07,0.001393687,1.22E-07
everything,0.000230591,5.84E-08,1.27E-07,6.97E-08,1.22E-07
won't,0.002997407,5.84E-08,1.27E-07,6.97E-08,1.22E-07
modification,2.31E-08,0.00875604,1.27E-07,6.97E-08,1.22E-07
understood,0.000230591,5.84E-08,1.27E-07,6.97E-08,0.015909762
given,2.31E-08,5.84E-08,1.27E-07,0.009755387,1.22E-07
observation,0.000461159,5.84E-08,1.27E-07,6.97E-08,1.22E-07
lol!,2.31E-08,5.84E-08,1.27E-07,6.97E-08,0.001223941
s012.,2.31E-08,5.84E-08,1.27E-07,0.000696878,1.22E-07
cereal,0.000691727,5.84E-08,1.27E-07,6.97E-08,1.22E-07
remembering,0.000461159,5.84E-08,0.00127059,6.97E-08,1.22E-07
{s031},0.000461159,5.84E-08,1.27E-07,6.97E-08,1.22E-07
either!!!!!!,0.000230591,5.84E-08,1.27E-07,6.97E-08,1.22E-07
:',0.000230591,5.84E-08,1.27E-07,6.97E-08,1.22E-07
buddy,0.000461159,5.84E-08,1.27E-07,6.97E-08,1.22E-07
wieght,2.31E-08,5.84E-08,0.00127059,6.97E-08,1.22E-07
c!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,2.31E-08,5.84E-08,0.00127059,6.97E-08,1.22E-07
help..,2.31E-08,5.84E-08,0.00127059,6.97E-08,1.22E-07
seriously,0.000230591,5.84E-08,1.27E-07,6.97E-08,1.22E-07
say,0.001613999,5.84E-08,0.002541053,6.97E-08,1.22E-07
really,2.31E-08,0.00058379,1.27E-07,0.000696878,1.22E-07
#3,0.000230591,5.84E-08,0.002541053,6.97E-08,1.22E-07
typein,0.000230591,5.84E-08,1.27E-07,6.97E-08,1.22E-07
since,2.31E-08,5.84E-08,0.005081979,6.97E-08,1.22E-07
typinh,2.31E-08,5.84E-08,1.27E-07,6.97E-08,0.001223941
idek,2.31E-08,0.00058379,1.27E-07,6.97E-08,1.22E-07
after,0.002305703,5.84E-08,1.27E-07,6.97E-08,1.22E-07
same.,2.31E-08,0.00058379,1.27E-07,6.97E-08,1.22E-07
whos,2.31E-08,5.84E-08,1.27E-07,6.97E-08,0.006119214
common,2.31E-08,5.84E-08,1.27E-07,6.97E-08,0.001223941
wasnt,2.31E-08,5.84E-08,1.27E-07,6.97E-08,0.001223941
sugar,2.31E-08,5.84E-08,1.27E-07,6.97E-08,0.006119214
being,2.31E-08,5.84E-08,1.27E-07,0.020207514,1.22E-07
disapear,2.31E-08,5.84E-08,1.27E-07,6.97E-08,0.001223941
explanatiion,2.31E-08,5.84E-08,1.27E-07,6.97E-08,0.001223941
mite,2.31E-08,5.84E-08,1.27E-07,6.97E-08,0.001223941
stfu,0.000230591,5.84E-08,1.27E-07,6.97E-08,1.22E-07
beaker,0.000461159,5.84E-08,1.27E-07,6.97E-08,1.22E-07
turns,0.000230591,5.84E-08,1.27E-07,6.97E-08,1.22E-07
wow..lol,0.000230591,5.84E-08,1.27E-07,6.97E-08,1.22E-07
immerse,2.31E-08,0.008172307,1.27E-07,6.97E-08,1.22E-07
shrink,0.001152863,5.84E-08,1.27E-07,6.97E-08,1.22E-07
clue,2.31E-08,0.001751255,1.27E-07,6.97E-08,1.22E-07
hahahah,0.000230591,5.84E-08,1.27E-07,6.97E-08,1.22E-07
about,0.001383431,5.84E-08,0.048277716,6.97E-08,1.22E-07
mean,0.001844567,5.84E-08,1.27E-07,6.97E-08,1.22E-07
ok.,0.000230591,5.84E-08,1.27E-07,6.97E-08,1.22E-07
s038.,0.000230591,5.84E-08,1.27E-07,6.97E-08,1.22E-07
yinz,0.000230591,5.84E-08,1.27E-07,6.97E-08,1.22E-07
s064,2.31E-08,0.00058379,0.003811516,6.97E-08,1.22E-07
obsorbed,0.001152863,5.84E-08,1.27E-07,6.97E-08,1.22E-07
mind,2.31E-08,5.84E-08,0.00127059,6.97E-08,1.22E-07
#11,2.31E-08,5.84E-08,1.27E-07,6.97E-08,0.001223941
there.,0.003458544,5.84E-08,1.27E-07,6.97E-08,1.22E-07
were,0.000691727,0.00058379,1.27E-07,6.97E-08,1.22E-07
certain,2.31E-08,5.84E-08,0.00127059,6.97E-08,1.22E-07
blacken,2.31E-08,0.00058379,1.27E-07,6.97E-08,1.22E-07
s059,0.000230591,5.84E-08,1.27E-07,0.000696878,1.22E-07
randomly,2.31E-08,5.84E-08,0.00127059,6.97E-08,1.22E-07
alrite,2.31E-08,5.84E-08,0.00127059,6.97E-08,1.22E-07
them,2.31E-08,5.84E-08,1.27E-07,0.021601131,1.22E-07
right,0.001613999,5.84E-08,1.27E-07,0.011149004,1.22E-07
push,2.31E-08,5.84E-08,1.27E-07,0.000696878,1.22E-07
hey,0.001152863,5.84E-08,1.27E-07,6.97E-08,1.22E-07
out,0.00391968,5.84E-08,0.002541053,6.97E-08,1.22E-07
didn't,2.31E-08,5.84E-08,1.27E-07,0.009058579,1.22E-07
boyfriend!,0.000230591,5.84E-08,1.27E-07,6.97E-08,0.001223941
cool,2.31E-08,5.84E-08,0.00127059,6.97E-08,1.22E-07
s022,0.000922295,5.84E-08,1.27E-07,6.97E-08,1.22E-07
build,2.31E-08,0.005253647,0.005081979,6.97E-08,1.22E-07
{s056},0.000230591,5.84E-08,1.27E-07,6.97E-08,1.22E-07
killin,0.000230591,5.84E-08,1.27E-07,6.97E-08,1.22E-07
thiss.,0.000230591,5.84E-08,1.27E-07,6.97E-08,1.22E-07
nothing,0.000230591,5.84E-08,0.00127059,6.97E-08,1.22E-07
boxes,0.000691727,5.84E-08,1.27E-07,6.97E-08,1.22E-07
forget.,0.002997407,5.84E-08,1.27E-07,6.97E-08,1.22E-07
slow,0.000230591,5.84E-08,1.27E-07,6.97E-08,1.22E-07
tyhay,0.000230591,5.84E-08,1.27E-07,6.97E-08,1.22E-07
discussion,2.31E-08,5.84E-08,1.27E-07,6.97E-08,0.01713358
form]},0.000230591,5.84E-08,1.27E-07,6.97E-08,0.001223941
those,0.000230591,5.84E-08,1.27E-07,6.97E-08,1.22E-07
cannot,2.31E-08,0.00058379,1.27E-07,6.97E-08,1.22E-07
added,2.31E-08,5.84E-08,1.27E-07,6.97E-08,0.001223941
{s036[sic]},2.31E-08,0.00058379,1.27E-07,6.97E-08,1.22E-07
need,0.002766839,5.84E-08,1.27E-07,6.97E-08,1.22E-07
start,0.000461159,5.84E-08,1.27E-07,6.97E-08,1.22E-07
someone,0.000461159,5.84E-08,1.27E-07,6.97E-08,1.22E-07
mmee,0.000230591,5.84E-08,1.27E-07,6.97E-08,1.22E-07
over,0.000230591,0.00058379,1.27E-07,6.97E-08,0.003671578
only,0.000922295,5.84E-08,1.27E-07,6.97E-08,1.22E-07
answer,2.31E-08,0.00058379,1.27E-07,6.97E-08,1.22E-07
used,2.31E-08,5.84E-08,1.27E-07,6.97E-08,0.01713358
s033.,2.31E-08,5.84E-08,1.27E-07,0.000696878,1.22E-07
egg,0.000922295,5.84E-08,1.27E-07,6.97E-08,1.22E-07
revoicing,2.31E-08,5.84E-08,1.27E-07,0.009755387,1.22E-07
youu!!<3,0.000230591,5.84E-08,1.27E-07,6.97E-08,1.22E-07
retarded,0.000230591,5.84E-08,1.27E-07,6.97E-08,1.22E-07
s031,2.31E-08,5.84E-08,1.27E-07,0.001393687,1.22E-07
sittin,2.31E-08,5.84E-08,1.27E-07,0.000696878,1.22E-07
already,0.000230591,5.84E-08,1.27E-07,0.009058579,1.22E-07
rude,2.31E-08,5.84E-08,1.27E-07,6.97E-08,0.001223941
fun,0.000691727,5.84E-08,1.27E-07,6.97E-08,1.22E-07
still,0.001383431,5.84E-08,1.27E-07,6.97E-08,1.22E-07
been,0.000691727,5.84E-08,1.27E-07,6.97E-08,1.22E-07
harvest,2.31E-08,0.00058379,1.27E-07,6.97E-08,1.22E-07
but.,0.000230591,5.84E-08,1.27E-07,6.97E-08,1.22E-07
wacth,0.000230591,5.84E-08,1.27E-07,6.97E-08,1.22E-07
observations,0.002766839,0.008172307,1.27E-07,6.97E-08,1.22E-07
video,0.017292625,0.012258432,0.012704756,6.97E-08,1.22E-07
mixing,2.31E-08,5.84E-08,1.27E-07,6.97E-08,0.001223941
internal,2.31E-08,5.84E-08,1.27E-07,6.97E-08,0.001223941
s007,2.31E-08,0.001751255,1.27E-07,0.001393687,1.22E-07
@s027,2.31E-08,5.84E-08,0.00127059,6.97E-08,0.001223941
wht,0.000230591,5.84E-08,0.00127059,6.97E-08,1.22E-07
s035,2.31E-08,5.84E-08,1.27E-07,0.001393687,1.22E-07
9-Jul,2.31E-08,5.84E-08,1.27E-07,0.001393687,0.001223941
